T	ads_TPD_HH	ads_rate_HH	ads_TPD_full	ads_pre_full	ads_rate_full	ads_TPD_Tait	ads_pre_Tait	ads_rate_Tait
122.0	1.2375087553196203e-11	4.950035021379781e-13	3.201008052782941e-09	663047269573760.2	1.280403227611435e-10	1.5840289218181788e-08	3281110370400650.5	6.336115841501086e-10
123.0	1.9468914330665768e-11	7.787565732522046e-13	5.117279815194443e-09	673757227304563.6	2.0469119430183758e-10	2.564277587401213e-08	3376208991580779.5	1.0257110761750362e-09
124.0	3.0409726026979916e-11	1.216389041142824e-12	8.120364818193723e-09	684493047984650.9	3.2481459707813814e-10	4.1204420135767435e-08	3473260283176531.5	1.6481769139206554e-09
125.0	4.716663219894662e-11	1.886665288113926e-12	1.2792983562597008e-08	695253182826487.1	5.117193535129175e-10	6.573176541642624e-08	3572288106445714.5	2.6292708980643356e-09
126.0	7.265754763821334e-11	2.9063019059060176e-12	2.001251307408518e-08	706036105125406.5	8.00500550426021e-10	1.0411972156936578e-07	3673316419056447.5	4.164789582285363e-09
127.0	1.1117823508773584e-10	4.447129404410165e-12	3.109110581870124e-08	716840310377645.5	1.243644300301956e-09	1.637902736484754e-07	3776369274700714.0	6.5516127599503826e-09
128.0	1.6901275734608394e-10	6.760510295964267e-12	4.797826358576668e-08	727664316372713.5	1.9191307073444287e-09	2.5592317760219444e-07	3881470822712554.5	1.0236931615200523e-08
129.0	2.552967500424802e-10	1.0211870006628817e-11	7.355185738615203e-08	738506663261435.8	2.9420746878855534e-09	3.972504517574539e-07	3988645307690765.0	1.5890029139190398e-08
130.0	3.8323095960202254e-10	1.532923839539434e-11	1.1203363553582131e-07	749365913600818.6	4.481346348805094e-09	6.126568234080888e-07	4097917069126025.5	2.4506299742393197e-08
131.0	5.717772558362771e-10	2.287109025909554e-11	1.6957890420056322e-07	760240652377015.6	6.783158331674878e-09	9.389254262123516e-07	4209310541032378.5	3.755708113968504e-08
132.0	8.480154972606631e-10	3.392061994785543e-11	2.5510847434818e-07	771129487007422.4	1.0204343959290887e-08	1.4301013934831433e-06	4322850251582961.5	5.720420706883836e-08
133.0	1.2504006096133315e-09	5.0016024511626665e-11	3.814756729744742e-07	782031047323162.5	1.525903826653911e-08	2.1651280229378874e-06	4438560822749931.0	8.660547388052085e-08
134.0	1.8332393630589536e-09	7.332957480038388e-11	5.67094184717336e-07	792943985532931.9	2.268379291107334e-08	3.258657295369734e-06	4556466969948457.0	1.303471052661942e-07
135.0	2.672811068802807e-09	1.0691244335346203e-10	8.381962510348501e-07	803866976169343.8	3.352790677837109e-08	4.8762701465235775e-06	4676593501684788.0	1.9505265872719798e-07
136.0	3.875692632781188e-09	1.5502770659759068e-10	1.2319485357970447e-06	814798716018727.1	4.9278066126463575e-08	7.255789868647343e-06	4798965319208215.0	2.9023576705429236e-07
137.0	5.590024696607769e-09	2.2360099058624978e-10	1.80072886699038e-06	825737924035413.2	7.202942568141213e-08	1.0736970311481557e-05	4923607416166934.0	4.2948810287661707e-07
138.0	8.02068266111572e-09	3.208273121435556e-10	2.6179662606301105e-06	836683341241440.5	1.0471923298930015e-07	1.580263525322406e-05	5050544878267731.0	6.321258709961745e-07
139.0	1.1449607478924698e-08	4.579843109656118e-10	3.78607562687813e-06	847633730612605.5	1.5144426405145166e-07	2.3135395024279195e-05	5179802882939328.0	9.254603813033632e-07
140.0	1.6262922565461245e-08	6.505169268394798e-10	5.447185470617252e-06	858587876951721.6	2.1789002634665542e-07	3.369544497424218e-05	5311406698999503.0	1.3479139138228e-06
141.0	2.298693508388235e-08	9.194774525440597e-10	7.79757181124535e-06	869544586749938.0	3.1190830412470843e-07	4.882674941594667e-05	5445381686325706.0	1.9532750740728097e-06
142.0	3.233571674680881e-08	1.2934287687981434e-09	1.110698689346806e-05	880502688037029.1	4.442906771527281e-07	7.040124642348714e-05	5581753295529275.0	2.8164831125034355e-06
143.0	4.5273711019624724e-08	1.810948637850766e-09	1.5744422263314237e-05	891461030221257.4	6.29799764161638e-07	0.00010101370718869896	5720547067633102.0	4.041454502140913e-06
144.0	6.309775642265094e-08	2.52391064582249e-09	2.2212290908837475e-05	902418483919756.8	8.885378965804708e-07	0.00014424370262559416	5861788633752707.0	5.771625288758021e-06
145.0	8.754409324107227e-08	3.501764490193061e-09	3.11915745736518e-05	913373940780032.2	1.2477556607517964e-06	0.00020500593637561829	6005503714780672.0	8.204089170076465e-06
146.0	1.2092738595015977e-07	4.837096912037413e-09	4.3601186257411836e-05	924326313293333.0	1.7442314094625366e-06	0.00029001615797485096	6151718121074363.0	1.1608476156766744e-05
147.0	1.6632060904493614e-07	6.652827193653398e-09	6.0675674725702194e-05	935274534600513.2	2.427388835913401e-06	0.0004084070870395942	6300457752146890.0	1.6352055191193496e-05
148.0	2.2778688490102664e-07	9.11148078987954e-09	8.406648183872203e-05	946217558291086.5	3.3633647192526173e-06	0.0005725372484975168	6451748596361245.0	2.293297499750425e-05
149.0	3.106771181527886e-07	1.2427094913465266e-08	0.00011597329163909738	957154358196001.1	4.640295033068393e-06	0.0007990450593909426	6605616730627583.0	3.202410378536655e-05
150.0	4.2201064769452246e-07	1.6880444990223313e-08	0.00015931361934775945	968083928174757.6	6.375157210142574e-06	0.0011102101075914095	6762088320103532.0	4.453061852892041e-05
151.0	5.709602596784133e-07	2.283844584284835e-08	0.00021794071023309466	979005281897409.4	8.722592414273106e-06	0.0015356915238122675	6921189617897584.0	6.166536297109124e-05
152.0	7.694679196148996e-07	3.077878214080224e-08	0.0002969220690318874	989917452621999.6	1.1886237683708362e-05	0.002114716113489958	7082946964775427.0	8.504708236169392e-05
153.0	1.0330236608395329e-06	4.1321065970692764e-08	0.00040289350406699526	1000819492967843.6	1.613322793985693e-05	0.0028987798883891172	7247386788869180.0	0.00011682800330597778
154.0	1.3816474108520784e-06	5.526611340382251e-08	0.0005445063687240647	1011710474685269.5	2.1812687023720117e-05	0.0039548941275129555	7414535605389532.0	0.00015985892074202703
155.0	1.8411223796066116e-06	7.364528606078443e-08	0.00073298852911198	1022589488422141.8	2.9379220941219975e-05	0.005369331136389304	7584420016340718.0	0.0002179020554131685
156.0	2.444539244791891e-06	9.778226880571975e-08	0.0009828421054604317	1033455643487641.1	3.942266220002429e-05	0.007251672570978641	7757066710238218.0	0.0002959045436616574
157.0	3.2342230598569705e-06	1.2937016347048147e-07	0.0013127025395016875	1044308067613757.5	5.2705599513420025e-05	0.009738682512882475	7932502461829285.0	0.0004003486239915024
158.0	4.264129938393077e-06	1.7056738547883576e-07	0.0017463828397628629	1055145906714759.4	7.021057158839216e-05	0.012997040297396957	8110754131816047.0	0.000539698519402646
159.0	5.602818541649259e-06	2.2411657217031326e-07	0.002314121962318131	1065968324645135.4	9.319921810330793e-05	0.0172231658171303	8291848666581380.0	0.0007249688330219445
160.0	7.337122678005605e-06	2.9349156773223837e-07	0.0030540439737592206	1076774502956253.4	0.0001232861779688512	0.022637120920951954	8475813097917292.0	0.0009704451574138034
161.0	9.576676437198148e-06	3.83078561916503e-07	0.004013809837784244	1087563640652071.6	0.00016253111920090885	0.02946575981223208	8662674542755932.0	0.0012945947584852822
162.0	1.245947281356306e-05	4.983986532104882e-07	0.005252398586989321	1098334953944276.1	0.00021355299312031783	0.03790794731743275	8852460202903101.0	0.0017212138847257027
163.0	1.6158671370763857e-05	6.463805103522561e-07	0.006841877745815377	1109087676007067.9	0.00027967144758374047	0.04807218825384737	9045197364774244.0	0.0022808687675571343
164.0	2.089091087637785e-05	8.356934513548186e-07	0.008868897719940731	1119821056731804.8	0.0003650813318632599	0.05987577948632342	9240913399132910.0	0.0030127000658788997
165.0	2.6926429754264462e-05	1.077153183093497e-06	0.011435449341413688	1130534362481936.2	0.00047506740516915926	0.07289783406486766	9439635760831612.0	0.003966675773388471
166.0	3.460135147249097e-05	1.3842146882571685e-06	0.014658130661365502	1141226875848279.0	0.0006162677507932383	0.08619249463254659	9641391988555060.0	0.0052063959244618195
