T	ads_TPD_HH	ads_rate_HH	ads_TPD_full	ads_pre_full	ads_rate_full	ads_TPD_Tait	ads_pre_Tait	ads_rate_Tait
167.0	4.4332554426798723e-05	1.7735693564721907e-06	0.0186647503214881	1151897895404946.5	0.0007969960316028073	0.09810314729251754	9846209704565728.0	0.006812574354178507
168.0	5.663561728978631e-05	2.2658664847542055e-06	0.02358653337707665	1162546735466114.8	0.0010276346377768627	0.10618361108140713	1.0054116614451728e+16	0.00888734892977521
169.0	7.214641187773204e-05	2.8865827774298177e-06	0.0295435123849651	1173172725843845.5	0.0013211130168540117	0.10742495942150868	1.0265140506876978e+16	0.011559602814424488
170.0	9.164700685138686e-05	3.667067522401623e-06	0.03661999478557258	1183775211607079.5	0.0016934880874626879	0.09905662196974835	1.0479309253333534e+16	0.014991516304235916
171.0	0.00011609664718341776	4.6457957816389274e-06	0.04482659668048557	1194353552842055.2	0.00216464667570909	0.08008796395329691	1.069665080789622e+16	0.019386612580031836
172.0	0.000146668685901551	5.869867289678354e-06	0.054045856528446096	1204907124414204.5	0.002759153437976582	0.053221605599007786	1.0917193206979318e+16	0.0249996124678375
173.0	0.0001847944648823176	7.396794894099737e-06	0.06396104197047946	1215435315731767.0	0.003507271814059243	0.0256659622197833	1.1140964569095516e+16	0.0321484743028848
174.0	0.00023221526782288258	9.296633395294285e-06	0.07397423618562703	1225937530511181.8	0.004446190266380448	0.0	1.1367993094616838e+16	0.04122906672454182
175.0	0.00029104359638091546	1.1654507658529354e-05	0.08313236890662205	1236413186544396.8	0.005621491489610313	0.0	1.1598307065537744e+16	0.05273300638683088
176.0	0.0003638351423941213	1.4573607999561536e-05	0.09010004546692865	1246861715468239.8	0.007088908514962165	0.0	1.183193484524025e+16	0.06726929107884509
177.0	0.00045367293349990895	1.8178731217988988e-05	0.09324346230509911	1257282562535869.5	0.008916418789930191	0.0	1.2068904878261008e+16	0.08559047380197522
178.0	0.0005642651989651271	2.2620457415084888e-05	0.09090805384435915	1267675186390527.2	0.011186735503683367	0.0	1.2309245690060484e+16	0.10862425743035753
179.0	0.0007000585115352594	2.808006604357553e-05	0.08195353940330903	1278039058841541.2	0.014000264779458371	0.0	1.2552985886793974e+16	0.13751154549785133
180.0	0.0008663676727647866	3.477530966894588e-05	0.06650391948769946	1288373664642716.5	0.017478608010094036	0.0	1.2800154155084638e+16	0.1736521655831454
181.0	0.0010695235713116846	4.296718086407893e-05	0.0466345882076454	1298678501273178.0	0.02176870072755691	0.0	1.305077926179843e+16	0.21875969128077202
182.0	0.0013170397829788698	5.2967826716729616e-05	0.02640970177061342	1308953078720753.5	0.027047693143576555	0.0	1.330489005382085e+16	0.27492703087300085
183.0	0.0016177978970990413	6.514978682535763e-05	0.010600760553971482	1319196919267902.2	0.03352869306444072	0.0	1.3562515457835596e+16	0.3447047300715802
184.0	0.0019822503092367847	7.995675463468718e-05	0.0	1329409557280216.8	0.04146750947436151	0.0	1.382368448010505e+16	0.43119425763877856
185.0	0.002422637331819069	9.791608877916303e-05	0.0	1339590538997643.5	0.051170554923234884	0.0	1.4088426206252536e+16	0.5381589119824736
186.0	0.002953212701067402	0.00011965333104215982	0.0	1349739422328314.8	0.06300408719081316	0.0	1.435676980104637e+16	0.6701554102666913
187.0	0.0035904675897307265	0.00014590902090495404	0.0	1359855776645172.2	0.0774049957963638	0.0	1.4628744508185662e+16	0.8326897062243774
188.0	0.004353337680279441	0.00017755813377876657	0.0	1369939182585259.5	0.09489336706961145	0.0	1.4904379650087842e+16	1.0324011365319208
189.0	0.0052633702384747	0.00021563251123614359	0.0	1379989231851812.2	0.11608709300798759	0.0	1.5183704627677914e+16	1.2772796269966364
190.0	0.0063448179040303965	0.0002613466972602133	0.0	1390005527019096.5	0.14171882435513444	0.0	1.5466748920179364e+16	1.576921408553328
191.0	0.007624612494192583	0.00031612764511372804	0.0	1399987681340068.8	0.1726556076112581	0.0	1.5753542084906724e+16	1.9428295098250943
192.0	0.009132154945062455	0.00038164881532357477	0.0	1409935318556780.8	0.20992158942060055	0.0	1.6044113757059864e+16	2.3887662195556905
193.0	0.01089883622828327	0.00045986924693749217	0.0	1419848072713598.8	0.2547242203976008	0.0	1.6338493649519748e+16	2.931165761552968
194.0	0.012957178759751702	0.0005530782521255843	0.0	1429725587973226.2	0.3084844444054814	0.0	1.6636711552645916e+16	3.5896166112040917
195.0	0.015339459423076221	0.0006639464588861757	0.0	1439567518435478.8	0.3728714190749306	0.0	1.6938797334075508e+16	4.387424221854911
196.0	0.018075646367872428	0.0007955840086229926	0.0	1449373527958890.2	0.44984237946699057	0.0	1.7244780938523828e+16	5.352266438657208
197.0	0.02119045723047542	0.0009516068052686091	0.0	1459143289985051.2	0.5416883297982048	0.0	1.7554692387586424e+16	6.516955575795691
198.0	0.02469933522086289	0.0011362118110524893	0.0	1468876487365734.2	0.6510863286503186	0.0	1.7868561779542754e+16	7.920323041025818
199.0	0.028603155972034985	0.0013542624915983694	0.0	1478572812192727.0	0.7811592217111909	0.0	1.818641928916126e+16	9.608244531810605
200.0	0.032881543754289436	0.00161138563046896	0.0	1488231965630453.5	0.9355437735082724	0.0	1.850829516750601e+16	11.634826224739957
201.0	0.037484820766792486	0.0019140808612743857	0.0	1497853657751260.8	1.1184682565109605	0.0	1.8834219741744716e+16	14.063775061256177
202.0	0.042324876087089146	0.0022698444047798377	0.0	1507437607373402.5	1.334840673146063	0.0	1.916422341495831e+16	16.969979227278134
203.0	0.04726566389507369	0.002687308649881602	0.0	1516983541901715.5	1.5903489144878813	0.0	1.9498336665951756e+16	20.44132826394546
204.0	0.05211465889086325	0.0031763993816943284	0.0	1526491197170909.0	1.8915742994882552	0.0	1.983659004906647e+16	24.58080596589089
205.0	0.05661741495542877	0.003748512638181173	0.0	1535960317291488.8	2.246120091491875	0.0	2.0179014193993976e+16	29.50889335966359
206.0	0.06045832508526759	0.00441671336966284	0.0	1545390654498284.5	2.662756755366288	0.0	2.0525639805591076e+16	35.36632364862893
207.0	0.06327157114794413	0.005195958284108013	0.0	1554781969001529.5	3.1515858998439557	0.0	2.0876497663696176e+16	42.31723610564037
208.0	0.06466668625932628	0.006103345486325315	0.0	1564134028840455.2	3.724225046655553	0.0	2.1231618622947176e+16	50.55278153831649
209.0	0.06427248357946286	0.007158393762061815	0.0	1573446609739448.8	4.394015581801158	0.0	2.159103361260055e+16	60.295238194748386
210.0	0.06180046371619833	0.008383354619632752	0.0	1582719494966659.8	5.176256475986895	0.0	2.195477363635168e+16	71.80270387481747
211.0	0.05712333119536001	0.009803560483163932	0.0	1591952475194989.8	6.088466612025434	0.0	2.232286977215666e+16	85.374437623033
212.0	0.050355621024394025	0.011447812733957225	0.0	1601145348365627.2	7.150678828082866	0.0	2.269535317205521e+16	101.35693276624356
213.0	0.04191287974538978	0.01334881362107628	0.0	1610297919553842.0	8.385769078329124	0.0	2.3072255061994972e+16	120.1508122918064
214.0	0.03251728633964156	0.015543646410204797	0.0	1619410000837213.8	9.819824428142734	0.0	2.3453606741656864e+16	142.21864771164053
215.0	0.02311824125147289	0.018074308512416214	0.0	1628481411166078.8	11.482553940910298	0.0	2.383943958428193e+16	168.0938137031474
216.0	0.014715117283249006	0.020988302732992698	0.0	1637511976236404.0	13.407746879075509	0.0	2.4229785036499212e+16	198.390503042582
217.0	0.008110642361480194	0.024339292206171936	0.0	1646501528364752.2	15.633783034902232	0.0	2.4624674618154908e+16	233.81503973922412
218.0	0.0036775642513106545	0.028187825036073116	0.0	1655449906365554.0	18.20420042797904	0.0	2.5024139922142564e+16	275.17864293495717
219.0	0.0012560722622362904	0.032602135148377516	0.0	1664356955430561.2	21.168326058325036	0.0	2.5428212614234776e+16	323.4118101542026
220.0	0.0002683391694832496	0.037659026373175586	0.0	1673222527010393.2	24.581975887775272	0.0	2.583692443291567e+16	379.58050598266885
221.0	0.0	0.04344484732803338	0.0	1682046478698246.5	28.50823073969345	0.0	2.6250307189214788e+16	444.90436133318076
222.0	0.0	0.05005656525344557	0.0	1690828674115630.0	33.018295359807354	0.0	2.6668392766541944e+16	520.777109246501
223.0	0.0	0.057602947571791886	0.0	1699568982800245.8	38.19244847076013	0.0	2.709121312052341e+16	608.7895058023539
224.0	0.0	0.06620586059735284	0.0	1708267280095690.0	44.121092281676866	0.0	2.7518800278838976e+16	710.7550093189618
225.0	0.0	0.07600169552042625	0.0	1716923447043330.8	50.90591058353321	0.0	2.7951186341060204e+16	828.7385177434622
226.0	0.0	0.08714293252459604	0.0	1725537370276057.0	58.66114527314527	0.0	2.838840347848984e+16	965.0884931329743
227.0	0.0	0.09979985467459469	0.0	1734108941913855.8	67.51500190530207	0.0	2.8830483934002228e+16	1122.4728335618236
228.0	0.0	0.1141624240343302	0.0	1742638059461358.5	77.61119567570064	0.0	2.9277460021884732e+16	1303.9188868331864
229.0	0.0	0.13044233334234276	0.0	1751124625707200.5	89.11065008900955	0.0	2.9729364127680276e+16	1512.8580372059903
230.0	0.0	0.14887524748692857	0.0	1759568548625190.0	102.19336146866327	0.0	3.0186228708030984e+16	1753.1753361617161
231.0	0.0	0.16972324998676847	0.0	1767969741277220.2	117.06044341968675	0.0	3.0648086290522668e+16	2029.264691228023
232.0	0.0	0.19327751069740515	0.0	1776328121718021.2	133.9363663654655	0.0	3.111496947353049e+16	2346.090173265073
233.0	0.0	0.2198611920302526	0.0	1784643612901494.5	153.07140834544256	0.0	3.158691092606557e+16	2709.2540526195135
234.0	0.0	0.24983261209149604	0.0	1792916142588809.2	174.74433438598112	0.0	3.206394338762256e+16	3125.0722284030912
235.0	0.0	0.2835886843241908	0.0	1801145643258166.0	199.26532294260718	0.0	3.254609966802827e+16	3600.6577730940144
236.0	0.0	0.32156865447048155	0.0	1809332052016071.0	226.97915916119769	0.0	3.3033412647291164e+16	4144.013376954438
237.0	0.0	0.364258156963238	0.0	1817475310510383.5	258.26871602019656	0.0	3.3525915275451976e+16	4764.13354366907
238.0	0.0	0.4121936142095907	0.0	1825575364844692.2	293.558745797859	0.0	3.4023640572435004e+16	5471.117460423704
239.0	0.0	0.4659670036443863	0.0	1833632165494425.0	333.3200057601851	0.0	3.4526621627900736e+16	6276.293542651968
240.0	0.0	0.5262310189112585	0.0	1841645667224355.5	378.07374348850317	0.0	3.503489160109902e+16	7192.356736192826
241.0	0.0	0.5937046530740366	0.0	1849615829007553.0	428.3965688627278	0.0	3.5548483720723416e+16	8233.519747936942
242.0	0.0	0.669179233373844	0.0	1857542613945926.2	484.9257413896024	0.0	3.606743128476631e+16	9415.679470539988
243.0	0.0	0.7535249387285992	0.0	1865425989191976.2	548.3649033163657	0.0	3.659176766037505e+16	10756.5999677897
244.0	0.0	0.8476978329233259	0.0	1873265925872096.0	619.4902908017609	0.0	3.712152628370887e+16	12276.113495094974
245.0	0.0	0.9527474482634887	0.0	1881062399011186.2	699.1574573298657	0.0	3.765674065979678e+16	13996.341144702836
246.0	0.0	1.0698249563607563	0.0	1888815387458567.8	788.3085455500889	0.0	3.819744436239623e+16	15941.934828033332
247.0	0.0	1.2001919646922434	0.0	1896524873815279.2	887.9801458104541	0.0	3.874367103385281e+16	18140.342438358013
248.0	0.0	1.3452299796237839	0.0	1904190844362588.2	999.3117818241891	0.0	3.929545438496053e+16	20622.098176388838
249.0	0.0	1.506450578712137	0.0	1911813288991769.8	1123.5550661706461	0.0	3.985282819482335e+16	23421.140169569615
250.0	0.0	1.6855063373077164	0.0	1919392201135213.2	1262.0835706868588	0.0	4.041582631071706e+16	26575.15767351832
251.0	0.0	1.884202556763711	0.0	1926927577698581.0	1416.4034592527603	0.0	4.098448264795251e+16	30125.970311544945
252.0	0.0	2.1045098439245775	0.0	1934419418994293.2	1588.1649330166308	0.0	4.155883118973919e+16	34119.941986012665
253.0	0.0	2.348577594016312	0.0	1941867728676114.8	1779.1745407471008	0.0	4.213890598704996e+16	38608.43228400938
254.0	0.0	2.6187484315938736	0.0	1949272513674917.2	1991.408409736627	0.0	4.2724741158486376e+16	43648.28839987412
255.0	0.0	2.917573666818942	0.0	1956633784135457.0	2227.026455519731	0.0	4.331637089014503e+16	49302.38080913121
256.0	0.0	3.247829827045001	0.0	1963951553354431.5	2488.3876316099477	0.0	4.391382943548439e+16	55640.186152885
257.0	0.0	3.6125363264764556	0.0	1971225837719421.2	2778.0662835013127	0.0	4.4517151115192744e+16	62738.4210292869
258.0	0.0	4.014974339545587	0.0	1978456656649059.5	3098.869674327463	0.0	4.5126370317056696e+16	70681.73063990608
259.0	0.0	4.458706946617874	0.0	1985644032534062.0	3453.856752823441	0.0	4.574152149583039e+16	79563.43650436362
260.0	0.0	4.947600623689456	0.0	1992787990679413.0	3846.3582375933292	0.0	4.636263917310584e+16	89486.34773699366
261.0	0.0	5.485848150884043	0.0	1999888559247518.0	4279.998095151307	0.0	4.69897579371835e+16	100563.6406752778
262.0	0.0	6.077993017790512	0.0	2006945769202224.5	4758.7164927770245	0.0	4.762291244294416e+16	112919.81196203384
263.0	0.0	6.728955407006199	0.0	2013959654253971.5	5286.794310908637	0.0	4.8262137411720936e+16	126691.71051248928
264.0	0.0	7.444059840663854	0.0	2020930250805682.0	5868.879303585262	0.0	4.890746763117258e+16	142029.6541441369
265.0	0.0	8.22906457822566	0.0	2027857597899800.2	6510.013999353036	0.0	4.955893795515717e+16	159098.63701242168
266.0	0.0	9.09019285742385	0.0	2034741737166004.0	7215.665439057354	0.0	5.021658330360668e+16	178079.63437957302
267.0	0.0	10.034166073912544	0.0	2041582712769941.0	7991.7568510650235	0.0	5.088043866240202e+16	199171.01164799396
268.0	0.0	11.068238998972966	0.0	2048380571362839.5	8844.701368689304	0.0	5.15505390832492e+16	222590.0450144043
269.0	0.0	12.200237138482494	0.0	2055135362031830.8	9781.437898931232	0.0	5.2226919683555736e+16	248574.56154718107
270.0	0.0	13.438596340314465	0.0	2061847136251295.2	10809.469256101183	0.0	5.290961564630809e+16	277384.7069578256
271.0	0.0	14.792404761384578	0.0	2068515947834875.0	11936.902678442331	0.0	5.359866221994956e+16	309304.8498291373
272.0	0.0	16.27144730969815	0.0	2075141852888336.2	13172.492850548764	0.0	5.429409471825909e+16	344645.63157831004
273.0	0.0	17.88625268097166	0.0	2081724909763287.0	14525.687559141577	0.0	5.49959485202304e+16	383746.1719734809
274.0	0.0	19.64814311372586	0.0	2088265179011559.0	16006.676114656359	0.0	5.570425906995227e+16	426976.44058867847
275.0	0.0	21.56928699114376	0.0	2094762723340406.0	17626.440676083246	0.0	5.641906187648891e+16	474739.80517486867
276.0	0.0	23.662754422466747	0.0	2101217607568433.2	19396.810621588324	0.0	5.7140392513761544e+16	527475.7685451
277.0	0.0	25.94257594129314	0.0	2107629898582256.5	21330.520112659353	0.0	5.786828662043022e+16	585662.9062211268
278.0	0.0	28.423804462780137	0.0	2113999665293876.5	23441.269004803587	0.0	5.860277989977644e+16	649822.0177669653
279.0	0.0	31.122580646503533	0.0	2120326978598809.2	25743.787263239134	0.0	5.93439081195865e+16	720519.5054441224
280.0	0.0	34.05620181654469	0.0	2126611911334703.5	28253.903047513842	0.0	6.009170711203527e+16	798370.9945635798
281.0	0.0	37.24319459527309	0.0	2132854538240982.8	30988.614634590685	0.0	6.08462127735707e+16	884045.2106825543
282.0	0.0	40.70339141228714	0.0	2139054935918803.2	33966.1663556293	0.0	6.160746106479911e+16	978268.1296009284
283.0	0.0	44.45801105499556	0.0	2145213182791849.2	37206.12872746212	0.0	6.237548801037062e+16	1081827.4169524822
284.0	0.0	48.529743432513094	0.0	2151329359067771.5	40729.48296568138	0.0	6.315032969886577e+16	1195577.1750642902
285.0	0.0	52.942838729681235	0.0	2157403546700135.5	44558.710072158865	0.0	6.393202228268236e+16	1320443.0156695193
286.0	0.0	57.723201133343714	0.0	2163435829351137.5	48717.88469591187	0.0	6.4720601977922984e+16	1457427.478011274
287.0	0.0	62.89848731834494	0.0	2169426292354802.0	53232.77397234336	0.0	6.5516105064283224e+16	1607615.8128652861
288.0	0.0	68.49820988610269	0.0	2175375022680828.5	58130.94155207732	0.0	6.6318567884940296e+16	1772182.1540389021
289.0	0.0	74.55384595412625	0.0	2181282108899039.2	63441.85703692743	0.0	6.71280268464424e+16	1952396.099976512
290.0	0.0	81.09895110034155	0.0	2187147641144314.2	69197.01104685104	0.0	6.794451841859866e+16	2149629.729214299
291.0	0.0	88.16927887170404	0.0	2192971711082247.0	75430.03614819211	0.0	6.876807913436945e+16	2365365.074585168
292.0	0.0	95.80290607224426	0.0	2198754411875140.8	82176.83387999838	0.0	6.959874558975757e+16	2601202.0822771913
293.0	0.0	104.04036405136753	0.0	2204495838148733.8	89475.7081217419	0.0	7.043655444369976e+16	2858867.0830960544
294.0	0.0	112.92477621900244	0.0	2210196085959369.5	97367.5050523725	0.0	7.128154241795869e+16	3140221.8045775173
295.0	0.0	122.50200201999405	0.0	2215855252761715.0	105895.75995729724	0.0	7.213374629701598e+16	3447272.953939116
296.0	0.0	132.82078760602	0.0	2221473437376945.8	115106.8511466071	0.0	7.299320292796522e+16	3782182.4032540526
297.0	0.0	143.932923449119	0.0	2227050739961519.8	125050.16125455883	0.0	7.385994922040576e+16	4147278.0096715963
298.0	0.0	155.89340914695734	0.0	2232587261976382.8	135778.2461971868	0.0	7.473402214633718e+16	4545065.105006732
299.0	0.0	168.76062567582198	0.0	2238083106156687.5	147347.01207166282	0.0	7.561545874005392e+16	4978238.69056765
