T	63_TPD_HH	63_rate_HH	63_TPD_full	63_pre_full	63_rate_full	63_TPD_Tait	63_pre_Tait	63_rate_Tait
116.0	4.989863016532555e-14	1.995945206613165e-15	3.6068475982956774e-11	1822855795847101.2	1.4427390393880394e-12	3.562334478866588e-11	1800359420401096.2	1.4249337916143948e-12
117.0	8.292562336402558e-14	3.317024934561426e-15	6.164503200380706e-11	1874659867243105.5	2.465801280360462e-12	6.100737933396473e-11	1855268493264046.8	2.4402951735615637e-12
118.0	1.3665137198849332e-13	5.4660548795408495e-15	1.0443949480196832e-10	1927364744519880.8	4.177579792688959e-12	1.0357242161934314e-10	1911363457969652.8	4.142896865371063e-12
119.0	2.2333508525802793e-13	8.933403410324164e-15	1.7543751393314867e-10	1980973447288956.0	7.0175005590839095e-12	1.7434697966948046e-10	1968659550607426.5	6.973879188507038e-12
120.0	3.620821434055401e-13	1.448328573622978e-14	2.922554936733555e-10	2035488817392414.8	1.1690219751913655e-11	2.910613753280543e-10	2027172071964529.5	1.1642455018036486e-11
121.0	5.824397149609879e-13	2.32975885984611e-14	4.829185705778064e-10	2090913519259224.0	1.931674283698562e-11	4.819953907084179e-10	2086916387253341.5	1.927981564208639e-11
122.0	9.29763002026171e-13	3.719052008110296e-14	7.916655285011381e-10	2147250040328878.0	3.1666621178081026e-11	7.919080830630929e-10	2147907925842455.5	3.167632336038198e-11
123.0	1.4731667505691318e-12	5.892667002290898e-14	1.2878017242799519e-09	2204500691540531.0	5.151206907385073e-11	1.2911089928694237e-09	2210162180991009.5	5.16443598173978e-11
124.0	2.3172253533837995e-12	9.268901413571457e-14	2.0791024261796492e-09	2262667607886112.0	8.316409732001328e-11	2.0892349236927967e-09	2273694709586293.5	8.356939722166713e-11
125.0	3.61907170409483e-12	1.4476286816469494e-13	3.331961766842803e-09	2321752749025669.0	1.3327847138804374e-10	3.3560261770350145e-09	2338521131884556.5	1.3424104780192755e-10
126.0	5.6132202624619735e-12	2.2452881050069017e-13	5.30147295613242e-09	2381757899963446.5	2.1205892008843963e-10	5.352443566959376e-09	2404657131254973.0	2.1409774454604343e-10
127.0	8.647370624418484e-12	3.4589482498208744e-13	8.376032035163317e-09	2442684671782994.5	3.35041286094808e-10	8.476961272279238e-09	2472118453926661.0	3.390784556639977e-10
128.0	1.3233723063091429e-11	5.293489225364191e-13	1.3143042333513035e-08	2504534502439762.0	5.25721705100474e-10	1.3333987226367113e-08	2540920908738741.5	5.333595010834575e-10
129.0	2.01220739344105e-11	8.048829574064764e-13	2.0485080069545055e-08	2567308657609552.5	8.19403231880615e-10	2.0834343469083537e-08	2611080366893352.0	8.333737686704842e-10
130.0	3.040330955344835e-11	1.2161323822078186e-12	3.171976048784148e-08	2631008231591354.5	1.2687904905624775e-09	3.2341911058960244e-08	2682612761711544.5	1.2936765157372598e-09
131.0	4.565508132347846e-11	1.8262032530996036e-12	4.880191762045607e-08	2695634148262900.0	1.9520768760486524e-09	4.988634955812349e-08	2755534088392044.0	1.995454160046242e-09
132.0	6.814568036133726e-11	2.7258272148174514e-12	7.461411180742668e-08	2761187162087448.0	2.98456487974676e-09	7.64698325968232e-08	2829860403772797.5	3.058793728890585e-09
133.0	1.0111776856125378e-10	4.0447107432658435e-12	1.1338161439622648e-07	2827667859170298.0	4.5352655333936015e-09	1.1650678973647188e-07	2905607826095242.5	4.66027259337138e-09
