T	ads_TPD_HH	ads_rate_HH	ads_TPD_full	ads_pre_full	ads_rate_full	ads_TPD_Tait	ads_pre_Tait	ads_rate_Tait
132.0	2.2188835501999327e-11	8.875534201155638e-13	2.662986762971111e-07	2.34005970410907e+16	1.065195209322185e-08	4.040774371231753e-06	3.5507923693100275e+17	1.6163207350843386e-07
133.0	3.384253129403453e-11	1.3537012518457012e-12	4.0853973770266436e-07	2.3537699994229784e+16	1.6341601593978298e-08	6.32795174813206e-06	3.6458371173897734e+17	2.5312081326352017e-07
134.0	5.129360947579481e-11	2.0517443792290287e-12	6.227579186729824e-07	2.367275108176658e+16	2.4910345346902268e-08	9.845706456028034e-06	3.742685313233237e+17	3.9383501881717765e-07
135.0	7.726735546270863e-11	3.09069421896399e-12	9.433770749795707e-07	2.3805772242860684e+16	3.7735149823401097e-08	1.5222177798375755e-05	3.8413573345656557e+17	6.089035594656135e-07
136.0	1.1569636671628855e-10	4.627854669691384e-12	1.4203394019582059e-06	2.3936785520823e+16	5.68137302850907e-08	2.3389010081399273e-05	3.9418736352914726e+17	9.355999172843812e-07
137.0	1.722229830489941e-10	6.888919324304672e-12	2.125678670879451e-06	2.4065813037411076e+16	8.5027498389114e-08	3.571978820774892e-05	4.0442547452116595e+17	1.4288852959137081e-06
138.0	2.5489740153885095e-10	1.019589606678057e-11	3.162699799840739e-06	2.4192876968620984e+16	1.2650878397274242e-07	5.422786164341869e-05	4.1485212697441786e+17	2.169334311917963e-06
139.0	3.751424863348644e-10	1.500569946491158e-11	4.6787277046797265e-06	2.431799952191491e+16	1.8715087170415354e-07	8.184737743848194e-05	4.254693889647467e+17	3.2744044984632728e-06
140.0	5.490801622656549e-10	2.1963206515722478e-11	6.882717917683567e-06	2.444120291482426e+16	2.753125990822641e-07	0.0001228301664734174	4.3627933607469875e+17	4.914373419311451e-06
141.0	7.993455505399058e-10	3.1973822075687346e-11	1.0069454568464463e-05	2.4562509354868668e+16	4.02786634980551e-07	0.00018330286720437232	4.472840513664695e+17	7.3347570204449684e-06
142.0	1.157555752367419e-09	4.6302230210039174e-11	1.4652627417088593e-05	2.4681941020736536e+16	5.861232980800917e-07	0.000272044081403744	4.5848562535514144e+17	1.0887681265816819e-05
143.0	1.667653031325348e-09	6.670612149640005e-11	2.1209815402302563e-05	2.479952004466915e+16	8.484313949192393e-07	0.0004015612156048106	4.698861559822098e+17	1.607555977112234e-05
144.0	2.3904103592372052e-09	9.561641487781239e-11	3.0543354893524814e-05	2.4915268495995716e+16	1.2218159551593335e-06	0.0005895715847802245	4.81487748589385e+17	2.361160240094559e-05
145.0	3.4094749408427414e-09	1.3637899868474112e-10	4.3762291661695574e-05	2.502920836576817e+16	1.750662285431977e-06	0.0008610223714264394	4.932925158926705e+17	3.450323280860378e-05
146.0	4.839437454751743e-09	1.9357750034191032e-10	6.239217250934402e-05	2.5141361552444044e+16	2.4960393959472744e-06	0.001250817726349018	5.053025779567152e+17	5.016654085431068e-05
147.0	6.836557547934245e-09	2.7346230628062726e-10	8.85214025475834e-05	2.5251749848569604e+16	3.5415772170729566e-06	0.001807454112253016	5.175200621694269e+17	7.258258427826316e-05
148.0	9.612957214696373e-09	3.8451829735185976e-10	0.00012499536378047596	2.536039492841542e+16	5.0012756015384146e-06	0.002597786045970875	5.299471032168493e+17	0.00010450986764621304
149.0	1.3455322387607288e-08	5.382129129451472e-10	0.00017567255105193448	2.546731833651929e+16	7.029834403214421e-06	0.003713130657957763	5.4258584305829555e+17	0.0001497718988637584
