T	ads_TPD_HH	ads_rate_HH	ads_TPD_full	ads_pre_full	ads_rate_full	ads_TPD_Tait	ads_pre_Tait	ads_rate_Tait
158.0	0.00011564972485287732	4.627768673080955e-06	0.050881154447803466	1276776338920203.8	0.0024826343521016443	0.1121762731341729	5309529737690555.0	0.010324142544373728
159.0	0.00014836575296086772	5.937600194901655e-06	0.061982603970706304	1292456790981167.0	0.0032244324030345803	0.10916256515828335	5428079357373638.0	0.013542019422461077
160.0	0.00018975070128219028	7.5949539919920075e-06	0.07377843259063382	1308163569701721.8	0.0041745867532560375	0.09440926893753045	5548507692764029.0	0.017706292432400742
161.0	0.0002419438407876754	9.685873603660803e-06	0.08528367512665534	1323895377538582.5	0.005387890439655029	0.06858374883280671	5670832495374765.0	0.02307873016636795
162.0	0.0003075717640981563	1.231617542352052e-05	0.09495307597343906	1339650929343494.2	0.006932562738161955	0.037700163471825504	5795071572279566.0	0.02998892947930461
163.0	0.00038984914836663365	1.561563805144722e-05	0.1006974705262805	1355428952338915.5	0.008893296768240534	0.0122236722069498	5921242785940031.0	0.0388507042300517
164.0	0.0004926976532513567	1.974300319123852e-05	0.10016108289994634	1371228186090643.0	0.011374943291917147	0.0	6049364054034440.0	0.05018214602413016
165.0	0.0006208853947136161	2.4891930273319894e-05	0.0914139133521134	1387047382477642.8	0.014506951718680184	0.0	6179453349288064.0	0.06463011467267121
166.0	0.0007801894430431385	3.1298069178747106e-05	0.07409073750535716	1402885305659226.2	0.018448710044847078	0.0	6311528699305120.0	0.08300005883837751
167.0	0.0009775836227997694	3.924744066045386e-05	0.050623464452583915	1418740732039849.2	0.023395949311347596	0.0	6445608186402211.0	0.10629223437678645
168.0	0.0012214534418489697	4.908634264741437e-05	0.026575828556690405	1434612450231679.5	0.029588405567194664	0.0	6581709947443253.0	0.13574558287092864
169.0	0.0015218391021328322	6.123303295596401e-05	0.008724731638475263	1450499261015053.8	0.037318963731304666	0.0	6719852173675946.0	0.1728907599536783
170.0	0.00189070604432124	7.61914754322869e-05	0.0	1466399977297116.8	0.046944543654648695	0.0	6860053110569641.0	0.21961406690413093
171.0	0.0023422400738293274	9.456747765926002e-05	0.0	1482313424068679.5	0.05889902965156498	0.0	7002331057654703.0	0.27823434497599864
172.0	0.0028931604302931246	0.00011708759456486127	0.0	1498238438359502.0	0.07370859140233317	0.0	7146704368363248.0	0.3515952459060839
173.0	0.0035630386970918813	0.00014462122409385014	0.0	1514173869192064.5	0.09200979709760712	0.0	7293191449871346.0	0.4431757007236712
174.0	0.004374603556029306	0.00017820637911641158	0.0	1530118577534071.2	0.11457097973148876	0.0	7441810762942497.0	0.5572218797975312
175.0	0.005354000266223314	0.0002190796845579538	0.0	1546071436249690.2	0.1423173853547002	0.0	7592580821772571.0	0.6989044783532264
176.0	0.006530958417831042	0.00026871122100042487	0.0	1562031330049693.5	0.17636070874626408	0.0	7745520193836031.0	0.8745057827681125
177.0	0.007938800898834178	0.00032884491643200506	0.0	1577997155440576.5	0.2180337083022054	0.0	7900647499733483.0	1.091641684154042
178.0	0.009614200044676278	0.00040154527716416847	0.0	1593967820672755.2	0.26893068900659467	0.0	8057981413040537.0	1.3595246185689607
179.0	0.011596552812250223	0.0004892513479997963	0.0	1609942245687966.8	0.3309547512641068	0.0	8217540660157951.0	1.689274340411568
180.0	0.013926805475526435	0.0005948389013842741	0.0	1625919362065902.8	0.4063728253465948	0.0	8379344020163013.0	2.0942844912666208
181.0	0.016645511291812496	0.0007216919764205363	0.0	1641898112970116.0	0.49787964754869535	0.0	8543410324662222.0	2.5906541262856857
182.0	0.019789856228205196	0.0008737850222533076	0.0	1657877453093398.0	0.6086719862707336	0.0	8709758457645146.0	3.1976947213205955
183.0	0.023389347413351625	0.0010557770474617625	0.0	1673856348602592.2	0.7425345956700599	0.0	8878407355339514.0	3.93852472543109
184.0	0.027459843337871253	0.001273119338839228	0.0	1689833777082888.8	0.9039395628759503	0.0	9049376006067522.0	4.840765465906262
185.0	0.03199564187383693	0.001532178490440766	0.0	1705808727481710.8	1.0981609237963694	0.0	9222683450103294.0	5.937354179444783
186.0	0.036959474526026326	0.0018403766782685395	0.0	1721780200052228.5	1.3314066541293152	0.0	9398348779531502.0	7.267492158706901
187.0	0.04227054265212187	0.002206351328726463	0.0	1737747206296542.5	1.610970398324098	0.0	9576391138107156.0	8.877748495503102
188.0	0.047791248502473495	0.0026401365613684356	0.0	1753708768908527.8	1.945405582052279	0.0	9756829721116516.0	10.823342700400039
189.0	0.0533140988592121	0.0031533690399055702	0.0	1769663921716465.0	2.344724865508423	0.0	9939683775239120.0	13.16963261616849
190.0	0.058551442406758206	0.003759521141425074	0.0	1785611709625438.2	2.820628237981367	0.0	1.0124972598410918e+16	15.993837554893775
191.0	0.0631322061055122	0.004474164653862773	0.0	1801551188559510.0	3.3867634311703347	0.0	1.031271553968849e+16	19.38703051441233
192.0	0.06661139382304662	0.005315268537595355	0.0	1817481425403819.5	4.059022742375007	0.0	1.0502931999114328e+16	23.456437711076518
193.0	0.06849924730316083	0.006303534640279708	0.0	1833401497946384.8	4.855880811825863	0.0	1.0695641427583208e+16	28.328088548278206
194.0	0.06831662397582786	0.007462775636535587	0.0	1849310494819990.0	5.798778394062001	0.0	1.089086332670957e+16	34.149864573040766
195.0	0.06567980315451162	0.008820339877586314	0.0	1865207515443765.2	6.912557704585493	0.0	1.108861724869596e+16	41.09500200970202
196.0	0.06040988530497944	0.010407588282455343	0.0	1881091669964876.5	8.225955513379162	0.0	1.128892279620247e+16	49.36610915791644
197.0	0.052648249945247146	0.012260428883745655	0.0	1896962079199995.2	9.772160799775737	0.0	1.149179962221719e+16	59.19976736407327
198.0	0.04294184826459779	0.014419915159452557	0.0	1912817874576875.0	11.58944448230184	0.0	1.1697267429927668e+16	70.8717924877045
199.0	0.032247179959692875	0.016932914839807373	0.0	1928658198075717.2	13.721869496347683	0.0	1.190534597259332e+16	84.70324285961453
200.0	0.02180297453932142	0.019852856476992545	0.0	1944482202170693.2	16.220090315864603	0.0	1.2116055053418836e+16	101.0672697436136
201.0	0.012855614892226808	0.023240561707981416	0.0	1960289049771279.5	19.142251906981727	0.0	1.2329414525428522e+16	120.39691735200456
202.0	0.006295904872945054	0.027165171829024552	0.0	1976077914163736.0	22.554999065835123	0.0	1.254544429134159e+16	143.1939916151758
203.0	0.0023577945788849503	0.03170517803684191	0.0	1991847978952454.5	26.534608134592744	0.0	1.2764164303448398e+16	170.03913026318602
204.0	0.0005698127749310824	0.03694956547881034	0.0	2007598438001415.2	31.168254213379722	0.0	1.298559456348759e+16	201.60322144381823
205.0	0.0	0.042999082094818133	0.0	2023328495375581.0	36.55542819642955	0.0	1.320975512252414e+16	238.6603341857311
206.0	0.0	0.04996764412965313	0.0	2039037365282314.0	42.809519263501564	0.0	1.3436666080828316e+16	282.10234163355625
207.0	0.0	0.05798389114922103	0.0	2054724272012875.5	50.059579857517626	0.0	1.3666347587755508e+16	332.95543725662145
208.0	0.0	0.06719290440944166	0.0	2070388449883821.0	58.45229168210557	0.0	1.3898819841626948e+16	392.3987652971128
209.0	0.0	0.07775810350577796	0.0	2086029143178512.2	68.15415286368841	0.0	1.413410308961132e+16	461.78540971518254
210.0	0.0	0.08986333737701228	0.0	2101645606088678.2	79.35390814788373	0.0	1.4372217627607122e+16	542.6660109575146
211.0	0.0	0.10371518695168291	0.0	2117237102655776.5	92.26524584504128	0.0	1.4613183800126014e+16	636.8153071784743
212.0	0.0	0.1195454980123733	0.0	2132802906712704.2	107.12978721088751	0.0	1.4857022000176924e+16	746.2619262459708
213.0	0.0	0.1376141642148651	0.0	2148342301825250.5	124.22039605177771	0.0	1.5103752669150954e+16	873.3217871453702
214.0	0.0	0.15821218163839862	0.0	2163854581233724.2	143.84483858604656	0.0	1.535339629670716e+16	1020.635504437763
215.0	0.0	0.18166499776351094	0.0	2179339047794490.2	166.3498259803738	0.0	1.5605973420659108e+16	1191.2102274348763
216.0	0.0	0.20833617937729393	0.0	2194795013921637.0	192.12547451901182	0.0	1.5861504626862242e+16	1388.4663869252868
217.0	0.0	0.23863142559596776	0.0	2210221801528554.5	221.6102210613557	0.0	1.6120010549101994e+16	1616.289866848337
218.0	0.0	0.2730029539739778	0.0	2225618741969591.8	255.29623430632125	0.0	1.638151186898275e+16	1879.090166492111
219.0	0.0	0.3119542895402626	0.0	2240985175981700.8	293.73536541714367	0.0	1.664602931581748e+16	2181.865170832375
220.0	0.0	0.35604548856926177	0.0	2256320453626050.5	337.5456847750258	0.0	1.691358366651827e+16	2530.273202788949
221.0	0.0	0.4058988309587386	0.0	2271623934229716.5	387.4186550309324	0.0	1.7184195745487454e+16	2930.7130917171376
222.0	0.0	0.46220501725257324	0.0	2286894986327369.0	444.1269942199026	0.0	1.745788642450956e+16	3390.413057663662
223.0	0.0	0.5257299086157458	0.0	2302132987602876.5	508.533286497463	0.0	1.7734676622644048e+16	3917.529281083673
224.0	0.0	0.5973218504453242	0.0	2317337324831032.5	581.5994020620235	0.0	1.801458730611865e+16	4521.255103158825
225.0	0.0	0.6779196227864172	0.0	2332507393819132.0	664.3967920459456	0.0	1.8297639488223504e+16	5211.941882886734
226.0	0.0	0.7685610633200604	0.0	2347642599348757.0	758.1177286004591	0.0	1.8583854229206024e+16	6001.232624078286
227.0	0.0	0.8703924114022135	0.0	2362742355117346.5	864.0875650712428	0.0	1.8873252636166396e+16	6902.209578644255
228.0	0.0	0.9846784244635375	0.0	2377806083679852.0	983.778096071626	0.0	1.916585586295381e+16	7929.557132455609
229.0	0.0	1.1128133210289066	0.0	2392833216390431.0	1118.822102413679	0.0	1.9461685110063372e+16	9099.741386990707
230.0	0.0	1.256332607689513	0.0	2407823193344028.0	1271.0291712646451	0.0	1.9760761624533724e+16	10431.207964363468
231.0	0.0	1.4169258505566158	0.0	2422775463318030.5	1442.402887559866	0.0	2.006310669984529e+16	11944.599685538333
232.0	0.0	1.5964504550523961	0.0	2437689483713905.5	1635.1594986357252	0.0	2.036874167581917e+16	13662.99590205804
233.0	0.0	1.7969465213469102	0.0	2452564720498746.0	1851.748160249136	0.0	2.0677687938516784e+16	15612.175400846381
234.0	0.0	2.0206528463375792	0.0	2467400648146910.5	2094.8728786352813	0.0	2.0989966920140108e+16	17820.90495010487
235.0	0.0	2.270024146786932	0.0	2482196749581631.0	2367.5162700247633	0.0	2.130560009893246e+16	20321.25571245132
236.0	0.0	2.547749582091774	0.0	2496952516116477.5	2672.9652661063883	0.0	2.1624608999080148e+16	23148.949919789557
237.0	0.0	2.856772659149328	0.0	2511667447397060.5	3014.8389012841953	0.0	2.1947015190614536e+16	26343.740383429755
238.0	0.0	3.2003126059204505	0.0	2526341051342427.5	3397.1183252470023	0.0	2.2272840289314764e+16	29949.825603287194
239.0	0.0	3.581887304563244	0.0	2540972844086730.5	3824.1791923497026	0.0	2.2602105956611256e+16	34016.3034420866
240.0	0.0	4.005337879428208	0.0	2555562349920666.0	4300.826587604058	0.0	2.2934833899489636e+16	38597.66654500524
241.0	0.0	4.474855039765399	0.0	2570109101232994.5	4832.3326576978225	0.0	2.3271045870395324e+16	43754.342912659435
242.0	0.0	4.995007281701043	0.0	2584612638452113.5	5424.477124412199	0.0	2.3610763667138704e+16	49553.285276434864
243.0	0.0	5.570771058891789	0.0	2599072509987464.5	6083.5908670893405	0.0	2.395400913280098e+16	56068.613180470886
244.0	0.0	6.207563036262845	0.0	2613488272171061.0	6816.602770423249	0.0	2.430080415564053e+16	63382.31194481128
245.0	0.0	6.911274546386057	0.0	2627859489199028.0	7631.09004381418	0.0	2.465117066899973e+16	71584.992970041
246.0	0.0	7.688308373343836	0.0	2642185733072973.0	8535.332228831227	0.0	2.500513065121268e+16	80776.72014571301
247.0	0.0	8.54561799436978	0.0	2656466583541588.0	9538.369121991203	0.0	2.536270612551311e+16	91067.90744388226
248.0	0.0	9.49074941515475	0.0	2670701628042026.0	10650.062851079656	0.0	2.5723919159943124e+16	102580.29311583414
249.0	0.0	10.531885740436824	0.0	2684890461641464.5	11881.16435459938	0.0	2.608879186726238e+16	115447.99626513483
250.0	0.0	11.677894627398459	0.0	2699032686978546.5	13243.384525675101	0.0	2.645734640485778e+16	129818.66194468373
251.0	0.0	12.938378775417325	0.0	2713127914204951.0	14749.47029381732	0.0	2.6829604974653904e+16	145854.7013197027
252.0	0.0	14.323729611918976	0.0	2727175760926791.0	16413.285930415273	0.0	2.7205589823023704e+16	163734.6338540117
253.0	0.0	15.845184340406709	0.0	2741175852146223.5	18249.899876640895	0.0	2.7585323240699948e+16	183654.53891379698
254.0	0.0	17.51488652321733	0.0	2755127820203014.0	20275.677405615228	0.0	2.796882756268713e+16	205829.62464243764
255.0	0.0	19.345950378203213	0.0	2769031304716015.0	22508.37944426443	0.0	2.835612516817379e+16	230495.92244309044
256.0	0.0	21.35252897527701	0.0	2782885952524794.0	24967.26789416592	0.0	2.8747238480445588e+16	257912.11591247038
257.0	0.0	23.54988652570406	0.0	2796691417631281.5	27673.217804998312	0.0	2.9142189966798644e+16	288361.5136019914
258.0	0.0	25.954474964053937	0.0	2810447361141352.0	30648.836768813977	0.0	2.9541002138453564e+16	322154.1755405647
259.0	0.0	28.58401502993938	0.0	2824153451206542.0	33918.59191838102	0.0	2.9943697550469844e+16	359629.2040391446
260.0	0.0	31.457582063990188	0.0	2837809362965757.0	37508.94492818238	0.0	3.0350298801660864e+16	401157.2099105496
261.0	0.0	34.59569673997548	0.0	2851414778487048.5	41448.495432375086	0.0	3.076082853450935e+16	447142.965880674
262.0	0.0	38.020420962602024	0.0	2864969386709383.5	45768.133290095	0.0	3.1175309435083304e+16	498028.25964003365
263.0	0.0	41.75545916822699	0.0	2878472883384539.0	50501.20014488944	0.0	3.1593764232952336e+16	554294.959688049
264.0	0.0	45.8262652735982	0.0	2891924971018969.0	55683.660741836735	0.0	3.2016215701104744e+16	616468.3078584922
265.0	0.0	50.26015552570614	0.0	2905325358815830.5	61354.28448300568	0.0	3.2442686655864736e+16	685120.453183335
266.0	0.0	55.086427513931866	0.0	2918673762616959.0	67554.83771933112	0.0	3.287319995681036e+16	760874.2425553823
267.0	0.0	60.33648561390893	0.0	2931969904845023.0	74330.2872947681	0.0	3.3307778506691756e+16	844407.2844887418
268.0	0.0	66.04397314084756	0.0	2945213514445659.5	81729.0158766568	0.0	3.374644525134998e+16	936456.3031510563
269.0	0.0	72.2449114984853	0.0	2958404326829714.5	89803.04962459595	0.0	3.4189223179636216e+16	1037821.8007534652
270.0	0.0	78.97784661843309	0.0	2971542083815628.5	98608.29876889083	0.0	3.4636135323331452e+16	1149373.0473361565
271.0	0.0	86.28400299328683	0.0	2984626533571781.5	108204.81168856774	0.0	3.508720475706661e+16	1272053.4179775966
272.0	0.0	94.20744561566279	0.0	2997657430559042.5	118657.04309829303	0.0	3.5542454598243104e+16	1406886.098488027
273.0	0.0	102.79525014411152	0.0	3010634535473372.5	130034.13697302726	0.0	3.6001908006953868e+16	1554980.18172122
274.0	0.0	112.09768162586457	0.0	3023557615188536.5	142410.2248591681	0.0	3.646558818590488e+16	1717537.177756978
275.0	0.0	122.16838211533037	0.0	3036426442698858.0	155864.74024095148	0.0	3.6933518380336904e+16	1895857.9623680813
276.0	0.0	133.06456753631872	0.0	3049240797062164.5	170482.74965118433	0.0	3.7405721877947896e+16	2091350.1893927376
277.0	0.0	144.84723414528236	0.0	3062000463342852.5	186355.3012361215	0.0	3.788222200881571e+16	2305536.1938905185
278.0	0.0	157.58137496188326	0.0	3074705232555003.0	203579.79150481115	0.0	3.836304214532123e+16	2540061.414259511
279.0	0.0	171.33620654271604	0.0	3087354901605669.0	222260.35101452787	0.0	3.8848205702072056e+16	2796703.362848417
280.0	0.0	186.18540648314195	0.0	3099949273238188.5	242508.24976479055	0.0	3.933773613582627e+16	3077381.1759968717
281.0	0.0	202.20736204183893	0.0	3112488155975897.0	264442.323094185	0.0	3.983165694541704e+16	3384165.775896459
282.0	0.0	219.48543029186752	0.0	3124971364065662.5	288189.41889535025	0.0	4.032999167167738e+16	3719290.678169171
283.0	0.0	238.10821021177154	0.0	3137398717421729.0	313884.866985546	0.0	4.0832763897365144e+16	4085163.480626818
284.0	0.0	258.16982713953024	0.0	3149770041569712.0	341672.9714917055	0.0	4.133999724708898e+16	4484378.070290057
285.0	0.0	279.77023002195943	0.0	3162085167590674.5	371707.5271311227	0.0	4.185171538723398e+16	4919727.587425333
286.0	0.0	303.015501901463	0.0	3174343932065450.5	404152.3602906432	0.0	4.23679420258883e+16	5394218.1870880015
287.0	0.0	328.0181840918754	0.0	3186546177019001.0	439181.89582965255	0.0	4.288870091276984e+16	5911083.640458065
288.0	0.0	354.8976145044537	0.0	3198691749865125.5	476981.7505540541	0.0	4.341401583915334e+16	6473800.820105265
289.0	0.0	383.7802805949435	0.0	3210780503351137.0	517749.3543309556	0.0	4.394391063779808e+16	7086106.115242276
290.0	0.0	414.80018741193663	0.0	3222812295502845.5	561694.599835762	0.0	4.447840918287563e+16	7752012.825000268
291.0	0.0	448.0992412364715	0.0	3234786989569710.5	609040.5219458273	0.0	4.50175353898982e+16	8475829.579809647
292.0	0.0	483.8276493123822	0.0	3246704453970088.5	660024.0078171022	0.0	4.556131321564741e+16	9262179.843080647
293.0	0.0	522.1443361762279	0.0	3258564562236778.5	714896.5387022683	0.0	4.610976665810312e+16	10116022.547553847
294.0	0.0	563.2173771053413	0.0	3270367192962751.5	773924.9645912988	0.0	4.666291975637292e+16	11042673.922942834
295.0	0.0	607.224449211721	0.0	3282112229746952.5	837392.3127771753	0.0	4.722079659062198e+16	12047830.573804045
296.0	0.0	654.3533007191828	0.0	3293799561140438.5	905598.6314720373	0.0	4.778342128200301e+16	13137593.868963638
297.0	0.0	704.8022389701185	0.0	3305429080592728.0	978861.8696203592	0.0	4.8350817992586776e+16	14318495.706285194
298.0	0.0	758.7806377177615	0.0	3317000686398201.0	1057518.7940779335	0.0	4.892301092529302e+16	15597525.71910276
299.0	0.0	816.5094642689311	0.0	3328514281642905.5	1141925.9453470763	0.0	4.950002432382144e+16	16982159.9932517
