T	q_vib_ratio_all	q_vib_ratio_all_frg	q_vib_6N_frg_mol_only	q_vib_6N_frg	q_vib_6N_all	q_vib_frg_mol_only	q_vib_frg_frg	q_vib_frg_all
295.1	0.0306900914243995	0.03601063549768769	0.032270609094972265	0.002138629978545029	0.022415394262836466	0.03210691602510087	0.0021277817511230813	0.02230169189395763
300.1	0.029298557824819826	0.03411196747430332	0.0305286121620164	0.0019684347255668447	0.021244807335599993	0.030358481292696013	0.0019574649667948494	0.021126413563837033
305.1	0.02798059344842936	0.03232597946543818	0.028893023563783482	0.0018132695766154986	0.020142947940882814	0.028716636034756306	0.0018021998407197972	0.02001997829712878
310.1	0.02673175005873902	0.03064533258490588	0.02735667358853652	0.001671684013502801	0.019105413438997958	0.027174224184238847	0.001660535079351489	0.018977994025613332
315.1	0.025547881298819908	0.029063200281112027	0.0259129135354437	0.001542378741070427	0.018128100748820045	0.025724608973669613	0.0015311705474209685	0.01799636704536621
320.1	0.024425120188237105	0.02757323100657179	0.024555575783460196	0.0014241888090228347	0.017207185317599	0.02436163306704463	0.0014129404046381742	0.017071281020677197
325.1	0.02335985841162618	0.026169513618606487	0.02327893700458432	0.0013160687358111395	0.016339101555646	0.02307958184466152	0.0013047982429512054	0.016199177460186693
330.1	0.022348727252593445	0.024846545325802362	0.022077684276787142	0.0012170793837153364	0.015520524641471242	0.021873149594061506	0.0012058039735555008	0.015376737569263834
335.1	0.021388580038029095	0.023599202003646	0.020946883869271373	0.001126376367298328	0.014748353607606532	0.020737408377880046	0.0011151122458899151	0.014600865387475685
340.1	0.020476475968623956	0.022422710712016496	0.019881952489241596	0.0010431998058844953	0.014019695622001508	0.019667779366176495	0.001031962209349241	0.013868672124816763
345.1	0.019609665221400934	0.021312624256682323	0.018878630795010103	0.0009668652552998168	0.013331851384496546	0.01866000643668332	0.0009556684530357324	0.013177461615138168
350.1	0.018785575219383382	0.020264797646411294	0.01793295899499605	0.0008967556753542791	0.012682301562414329	0.017710131861357156	0.0008856129801209179	0.01252471680989884
355.1	0.018001797972175736	0.01927536630662488	0.0170412543659962	0.0008323143079236611	0.012068694193743425	0.016814473911623294	0.0008212380917673766	0.011908087239926337
360.1	0.017256078399227687	0.018340725919595038	0.016200090537025435	0.0007730383563998619	0.011488832990689698	0.015969606227795037	0.0007620400714719963	0.011325377377298494
365.1	0.016546303554941032	0.017457513769929458	0.015406278397067662	0.0007184733710717076	0.010940666480523697	0.015172338810342105	0.0007075635744829465	0.010774535833719142
370.1	0.015870492681567986	0.016622591482455075	0.01465684849627542	0.0006682082569657487	0.010422277924641593	0.014419700502013678	0.0006573966389068713	0.010253645335849038
375.1	0.01522678802211078	0.01583302904757308	0.013949034820544435	0.0006218708310712488	0.00993187596057391	0.013708922840326017	0.0006111662455132092	0.009760913421956917
380.1	0.014613446331161918	0.015086090036684695	0.013280259829011464	0.0005791238649110172	0.00946778591531263	0.013037425169648327	0.000568534362275119	0.009294663807969103
385.1	0.01402883102688925	0.014379217917386947	0.012648120652919436	0.0005396615562850756	0.00902844174178175	0.012402800911103693	0.0005291944175465485	0.008853328374517883
390.1	0.013471404932187249	0.013710023384796877	0.012050376362508435	0.0005032063808661194	0.008612378533546298	0.01180280489679177	0.0004928681526215145	0.008435439729917681
395.1	0.01293972355742508	0.013076272631603086	0.011484936216168109	0.00046950628030080276	0.008218225575943733	0.011235341682480133	0.0004593028103912107	0.008039624307137153
400.1	0.012432428881256563	0.012475876485263005	0.010949848813066921	0.0004383321486862602	0.007844699894729983	0.010698454759945256	0.0004282686220245708	0.0076645959557873865
405.1	0.011948243589640448	0.011906880346194285	0.010443292076900298	0.000409475583847968	0.007490600266067744	0.010190316596614847	0.00039955655814933493	0.007309149992918125
410.1	0.011485965736588782	0.011367454865849834	0.009963564004310277	0.00038274687383009124	0.007154801654248896	0.009709219436111194	0.00037297631499072915	0.006972157679009435
415.1	0.011044463793237829	0.010855887308253704	0.009509074116963548	0.00035797319249770905	0.006836250045945955	0.00925356679875881	0.00034835450940835224	0.006652561087974679
420.1	0.010622672054642358	0.010370573542916529	0.009078335561266464	0.00033499698120671744	0.006533957652032921	0.00882186562613575	0.0003255330598238549	0.006349368342257513
425.1	0.010219586376261313	0.009910010621072184	0.00866995780428102	0.00031367449617756546	0.006246998450113301	0.008412719018351724	0.0003043677327082141	0.006061649186220015
430.1	0.009834260214442525	0.009472789890897565	0.008282639878613262	0.0002938745035617898	0.005974504042848324	0.00802481951695826	0.0002847268366464235	0.0057885308729880985
435.1	0.009465800947352792	0.009057590610818142	0.007915164132908643	0.00027547710625743427	0.0057156598089998486	0.00765694289026909	0.00026649004806102985	0.005529194341752168
440.1	0.009113366454750634	0.008663174023177221	0.0075663904481310116	0.00025837268834718046	0.005469701325797209	0.007307942381418808	0.00024954735449052523	0.0052828706642240085
445.1	0.008776161936782562	0.008288377853480565	0.007235250883052365	0.00024246096463290272	0.0052359110428124335	0.006976743382742365	0.00023379810291558232	0.005048837740531593
450.1	0.008453436953610286	0.007932111203133006	0.006920744715360678	0.00022765012414971176	0.005013615188992171	0.0066623385030402625	0.00021915014203286904	0.004826417226301236
455.1	0.008144482669164349	0.0075933498060781176	0.006621933847525983	0.00021385605778513581	0.004802180895852297	0.006363782997027571	0.00020551904861641746	0.004614971674036429
460.1	0.007848629283677588	0.007271131622052707	0.0063379385490709966	0.00020100166122559288	0.00460101352110189	0.006080190528769415	0.00019282742920091986	0.0044139018731641465
465.1	0.007565243640894223	0.006964552741286202	0.006067933509189933	0.00018901620542070382	0.0044095541581305455	0.005810729243200334	0.00018100428928784863	0.004222644374286398
470.1	0.007293726996985944	0.006672763577428878	0.0058111441757660465	0.00017783476761198787	0.004227277317876212	0.005554618121928165	0.00016998446312962385	0.004040669184256775
475.1	0.007033512939244054	0.0063949653272904585	0.005566843358769719	0.0001673977167297273	0.00405368877059242	0.005311123601449791	0.00015970809790282067	0.0038674776197014237
480.1	0.0067840654435674715	0.006130406677627989	0.0053343480777902665	0.00015765024763223677	0.0038883235359625963	0.0050795564336724485	0.0001501201867505633	0.0037026003075300955
485.1	0.006544877060635293	0.005878380740747496	0.0051130166350787315	0.00014854195925585284	0.0037307440108677523	0.004859268770252695	0.00014117014576718647	0.003545595321838376
490.1	0.00631546722144988	0.0056382222020891475	0.004902245896968483	0.000140026472270792	0.0035805382249089975	0.004649651453748843	0.0001328114305240849	0.003396046447393957
495.1	0.006095380653663369	0.005409304664258726	0.0047014687679067515	0.00013206108230558666	0.003437318214521541	0.004450131499942921	0.0001250011882023635	0.0032535615606312704
500.1	0.005884185900772126	0.005191038173161005	0.004510151842583601	0.0001246064452181075	0.0033007185071969518	0.004260169756935273	0.00011769994181244766	0.00311777111975501
505.1	0.005681473936872463	0.004982866912986916	0.004327793222794911	0.00011762629126033114	0.003170394707959468	0.0040792587277587574	0.00011087130334931389	0.002988326756177997
510.1	0.005486856870236219	0.0047842670578178035	0.004153920486731076	0.00011108716531239636	0.003046022180823526	0.00390692054430849	0.0001044817130598322	0.002864899960096233
515.1	0.00529996672947812	0.004594744768540042	0.003988088799351997	0.0001049581906538458	0.002927294818497495	0.0037427050813457112	9.850020229058818e-05	0.0027471808535375966
520.1	0.005120454326560959	0.004413834324622167	0.00382987915339803	9.921085400040276e-05	0.00281392389409557	0.003586188200217441	9.289817764460503e-05	0.002634877044713553
525.1	0.004947988191319543	0.00424109638109515	0.003678896731403228	9.381880976685532e-05	0.0027056369890793566	0.003436970112744502	8.764922440727274e-05	0.0025277125579588676
530.1	0.004782253572583302	0.004076116341805909	0.003534769379827065	8.875770172381833e-05	0.002602176992075449	0.003294673856474545	8.272892740870598e-05	0.0024254268339650473
535.1	0.004622951501344828	0.003918502840683804	0.003397146187109997	8.4005000401138e-05	0.0025033011636080766	0.0031589438731805435	7.811470767451892e-05	0.002327773795402291
540.1	0.004469797911759778	0.003767886323379574	0.00326569615809119	7.953985475601882e-05	0.0024087802621489416	0.0030294446831128645	7.37856733821292e-05	0.0022345209733840026
545.1	0.004322522816073362	0.003623917722204936	0.0031401069778087673	7.534295677175262e-05	0.0023183977272220875	0.0029058596480901313	6.972248378735594e-05	0.0021454486905601268
550.1	0.004180869529856147	0.0034862672178281665	0.0030200838582379427	7.139641778519819e-05	0.0022319489156120325	0.0027878898170442886	6.590722491822664e-05	0.0020603492969325297
555.1	0.004044593944193931	0.0033546230816650004	0.0029053484620145437	6.76836554595819e-05	0.0021492403870103888	0.002675252848122882	6.232329595124067e-05	0.0019790264547693646
560.1	0.003913463841720799	0.003228690593351912	0.0027956378976439263	6.418929042530829e-05	0.0020700892357016667	0.0025676820018998604	5.895530529139349e-05	0.0019012944692577665
565.1	0.0037872582536072606	0.0031081910281016843	0.0026907037811119703	6.0899051706617e-05	0.00199432246513449	0.0024649252006587415	5.5788975472366675e-05	0.0018269776617767727
570.1	0.0036657668548221115	0.0029928607091222214	0.0025903113591981344	5.7799690137299176e-05	0.0019217764024515032	0.002366744149091527	5.281105607864201e-05	0.0017559097828966255
575.1	0.0035487893951786486	0.0028824501206310064	0.0024942386901436295	5.4878899045332646e-05	0.0018522961502614533	0.002272913512106229	5.000924396793292e-05	0.001687933462418214
580.1	0.0034361351638491737	0.0027767230773228036	0.0024022758776527566	5.212524155516683e-05	0.0017857350731312555	0.0021832201457575298	4.737211014120146e-05	0.0016228996939582532
585.1	0.003327622485197205	0.0026754559464482576	0.002314224354505218	4.952808391830547e-05	0.0017219543164559488	0.0020974623776115987	4.488903266945614e-05	0.0015606673517634985
590.1	0.0032230782439252505	0.002578436918937903	0.002229896212333012	4.707753433852873e-05	0.0016608223555308335	0.0020154493331291036	4.255013514224513e-05	0.001501102737601601
595.1	0.0031223374376753653	0.0024854653262626554	0.002149113574370142	4.476438680824409e-05	0.0016022145728044476	0.0019370003049022058	4.034623015293246e-05	0.0014440791557284434
